Year,CountryName,Region,IncomeGroup,NoOfVisitors
2007,St. Kitts and Nevis,Latin America & Caribbean,High income,123000
2007,"Korea, Rep.",East Asia & Pacific,High income,6448000
2007,Kosovo,Europe & Central Asia,Lower middle income,0
2007,Kuwait,Middle East & North Africa,High income,293000
2007,Latin America & Caribbean (developing only),Others,Others,49432922
2007,Lao PDR,East Asia & Pacific,Lower middle income,1142000
2007,Lebanon,Middle East & North Africa,Upper middle income,1017000
2007,Liberia,Sub-Saharan Africa,Low income,0
2007,Libya,Middle East & North Africa,Upper middle income,38000
2007,St. Lucia,Latin America & Caribbean,Upper middle income,287000
2007,Latin America & Caribbean (all income levels),Others,Others,68537417
2007,Least developed countries: UN classification,Others,Others,15565080
2007,Low income,Others,Others,12887954
2007,Liechtenstein,Europe & Central Asia,High income,58000
2007,Sri Lanka,South Asia,Lower middle income,494000
2007,Lower middle income,Others,Others,85213810
2007,Low & middle income,Others,Others,313936929
2007,Lesotho,Sub-Saharan Africa,Lower middle income,300000
2007,Lithuania,Europe & Central Asia,High income,1486000
2007,Luxembourg,Europe & Central Asia,High income,914000
2007,Latvia,Europe & Central Asia,High income,1653000
2007,"Macao SAR, China",East Asia & Pacific,High income,12945000
2007,St. Martin (French part),Latin America & Caribbean,High income,0
2007,Morocco,Middle East & North Africa,Lower middle income,7408000
2007,Monaco,Europe & Central Asia,High income,328000
2007,Moldova,Europe & Central Asia,Lower middle income,13000
2007,Madagascar,Sub-Saharan Africa,Low income,344000
2007,Maldives,South Asia,Upper middle income,676000
2007,Middle East & North Africa (all income levels),Others,Others,78959692
2007,Mexico,Latin America & Caribbean,Upper middle income,21606000
2007,Marshall Islands,East Asia & Pacific,Upper middle income,7000
2007,Middle income,Others,Others,298771489
2007,"Macedonia, FYR",Europe & Central Asia,Upper middle income,230000
2007,Mali,Sub-Saharan Africa,Low income,164000
2007,Malta,Middle East & North Africa,High income,1244000
2007,Myanmar,East Asia & Pacific,Lower middle income,716000
2007,Middle East & North Africa (developing only),Others,Others,42505220
2007,Montenegro,Europe & Central Asia,Upper middle income,984000
2007,Mongolia,East Asia & Pacific,Upper middle income,452000
2007,Northern Mariana Islands,East Asia & Pacific,High income,385000
2007,Mozambique,Sub-Saharan Africa,Low income,771000
2007,Mauritania,Sub-Saharan Africa,Lower middle income,0
2007,Mauritius,Sub-Saharan Africa,Upper middle income,907000
2007,Malawi,Sub-Saharan Africa,Low income,735000
2007,Malaysia,East Asia & Pacific,Upper middle income,20973000
2007,North America,Others,Others,74376000
2007,Namibia,Sub-Saharan Africa,Upper middle income,929000
2007,New Caledonia,East Asia & Pacific,High income,103000
2007,Niger,Sub-Saharan Africa,Low income,48000
2007,Nigeria,Sub-Saharan Africa,Lower middle income,1212000
2007,Nicaragua,Latin America & Caribbean,Lower middle income,800000
2007,Netherlands,Europe & Central Asia,High income,11008000
2007,High income: nonOECD,Others,Others,132059874
2007,Norway,Europe & Central Asia,High income,4377000
2007,Nepal,South Asia,Low income,527000
2007,New Zealand,East Asia & Pacific,High income,2434000
2007,High income: OECD,Others,Others,486246000
2007,OECD members,Others,Others,533974000
2007,Oman,Middle East & North Africa,High income,1223000
2007,Other small states,Others,Others,7710880
2007,Pakistan,South Asia,Lower middle income,840000
2007,Panama,Latin America & Caribbean,Upper middle income,1103000
2007,Peru,Latin America & Caribbean,Upper middle income,1916000
2007,Philippines,East Asia & Pacific,Lower middle income,3092000
2007,Palau,East Asia & Pacific,Upper middle income,88000
2007,Papua New Guinea,East Asia & Pacific,Lower middle income,104000
2007,Poland,Europe & Central Asia,High income,14975000
2007,Puerto Rico,Latin America & Caribbean,High income,3687000
2007,"Korea, Dem. People’s Rep.",East Asia & Pacific,Low income,0
2007,Portugal,Europe & Central Asia,High income,6788000
2007,Paraguay,Latin America & Caribbean,Upper middle income,416000
2007,Pacific island small states,Others,Others,919800
2007,French Polynesia,East Asia & Pacific,High income,218000
2007,Qatar,Middle East & North Africa,High income,964000
2007,Romania,Europe & Central Asia,Upper middle income,7722000
2007,Russian Federation,Europe & Central Asia,High income,22909000
2007,Rwanda,Sub-Saharan Africa,Low income,566000
2007,South Asia,Others,Others,8088443
2007,Saudi Arabia,Middle East & North Africa,High income,11531000
2007,Sudan,Sub-Saharan Africa,Lower middle income,436000
2007,Senegal,Sub-Saharan Africa,Lower middle income,875000
2007,Singapore,East Asia & Pacific,High income,7957000
2007,Solomon Islands,East Asia & Pacific,Lower middle income,14000
2007,Sierra Leone,Sub-Saharan Africa,Low income,32000
2007,El Salvador,Latin America & Caribbean,Lower middle income,1339000
2007,San Marino,Europe & Central Asia,High income,69000
2007,Somalia,Sub-Saharan Africa,Low income,0
2007,Serbia,Europe & Central Asia,Upper middle income,696000
2007,Sub-Saharan Africa (developing only),Others,Others,30544858
2007,South Sudan,Sub-Saharan Africa,Low income,0
2007,Sub-Saharan Africa (all income levels),Others,Others,30739395
2007,Small states,Others,Others,14442165
2007,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,12000
2007,Suriname,Latin America & Caribbean,Upper middle income,167000
2007,Slovak Republic,Europe & Central Asia,High income,7269000
2007,Slovenia,Europe & Central Asia,High income,1751000
2007,Sweden,Europe & Central Asia,High income,5224000
2007,Swaziland,Sub-Saharan Africa,Lower middle income,869000
2007,Sint Maarten (Dutch part),Latin America & Caribbean,High income,469000
2007,Seychelles,Sub-Saharan Africa,High income,161000
2007,Syrian Arab Republic,Middle East & North Africa,Lower middle income,4158000
2007,Turks and Caicos Islands,Latin America & Caribbean,High income,265000
2007,Chad,Sub-Saharan Africa,Low income,77000
2007,Togo,Sub-Saharan Africa,Low income,86000
2007,Thailand,East Asia & Pacific,Upper middle income,14464000
2007,Tajikistan,Europe & Central Asia,Lower middle income,0
2007,Turkmenistan,Europe & Central Asia,Upper middle income,8000
2007,Timor-Leste,East Asia & Pacific,Lower middle income,22000
2007,Tonga,East Asia & Pacific,Upper middle income,46000
2007,Trinidad and Tobago,Latin America & Caribbean,High income,449000
2007,Tunisia,Middle East & North Africa,Upper middle income,6762000
2007,Turkey,Europe & Central Asia,Upper middle income,26122000
2007,Tuvalu,East Asia & Pacific,Upper middle income,1100
2007,Tanzania,Sub-Saharan Africa,Low income,692000
2007,Uganda,Sub-Saharan Africa,Low income,642000
2007,Ukraine,Europe & Central Asia,Lower middle income,23122000
2007,Upper middle income,Others,Others,213342013
2007,Uruguay,Latin America & Caribbean,High income,1753000
2007,United States,North America,High income,56135000
2007,Uzbekistan,Europe & Central Asia,Lower middle income,903000
2007,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,90000
2007,"Venezuela, RB",Latin America & Caribbean,High income,756000
2007,Virgin Islands (U.S.),Latin America & Caribbean,High income,586000
2007,Vietnam,East Asia & Pacific,Lower middle income,4229000
2007,Vanuatu,East Asia & Pacific,Lower middle income,81000
2007,West Bank and Gaza,Middle East & North Africa,Lower middle income,264000
2007,World,Others,Others,944133009
2007,Samoa,East Asia & Pacific,Lower middle income,117000
2007,"Yemen, Rep.",Middle East & North Africa,Lower middle income,948000
2007,South Africa,Sub-Saharan Africa,Upper middle income,9091000
2007,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,47000
2007,Zambia,Sub-Saharan Africa,Lower middle income,897000
2007,Zimbabwe,Sub-Saharan Africa,Low income,2506000
2008,Aruba,Latin America & Caribbean,High income,827000
2008,Andorra,Europe & Central Asia,High income,2059000
2008,Afghanistan,South Asia,Low income,0
2008,Angola,Sub-Saharan Africa,Upper middle income,294000
2008,Albania,Europe & Central Asia,Upper middle income,1247000
2008,Arab World,Others,Others,89456767
2008,United Arab Emirates,Middle East & North Africa,High income,0
2008,Argentina,Latin America & Caribbean,High income,4700000
2008,Armenia,Europe & Central Asia,Lower middle income,558000
2008,American Samoa,East Asia & Pacific,Upper middle income,24300
2008,Antigua and Barbuda,Latin America & Caribbean,High income,266000
2008,Australia,East Asia & Pacific,High income,5586000
2008,Austria,Europe & Central Asia,High income,21935000
2008,Azerbaijan,Europe & Central Asia,Upper middle income,1043000
2008,Burundi,Sub-Saharan Africa,Low income,202000
2008,Belgium,Europe & Central Asia,High income,7165000
2008,Benin,Sub-Saharan Africa,Low income,188000
2008,Burkina Faso,Sub-Saharan Africa,Low income,272000
2008,Bangladesh,South Asia,Lower middle income,467000
2008,Bulgaria,Europe & Central Asia,Upper middle income,5780000
2008,Bahrain,Middle East & North Africa,High income,8631000
2008,"Bahamas, The",Latin America & Caribbean,High income,1463000
2008,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,322000
2008,Belarus,Europe & Central Asia,Upper middle income,92000
2008,Belize,Latin America & Caribbean,Upper middle income,245000
2008,Bermuda,North America,High income,264000
2008,Bolivia,Latin America & Caribbean,Lower middle income,594000
2008,Brazil,Latin America & Caribbean,Upper middle income,5050000
2008,Barbados,Latin America & Caribbean,High income,568000
2008,Brunei Darussalam,East Asia & Pacific,High income,226000
2008,Bhutan,South Asia,Lower middle income,28000
2008,Botswana,Sub-Saharan Africa,Upper middle income,2101000
2008,Central African Republic,Sub-Saharan Africa,Low income,31000
2008,Canada,North America,High income,17142000
2008,Central Europe and the Baltics,Others,Others,68429000
2008,Switzerland,Europe & Central Asia,High income,8608000
2008,Channel Islands,Europe & Central Asia,High income,0
2008,Chile,Latin America & Caribbean,High income,2710000
2008,China,East Asia & Pacific,Upper middle income,53049000
2008,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,205000
2008,Cameroon,Sub-Saharan Africa,Lower middle income,487000
2008,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,62000
2008,Colombia,Latin America & Caribbean,Upper middle income,2317000
2008,Comoros,Sub-Saharan Africa,Low income,15000
2008,Cabo Verde,Sub-Saharan Africa,Lower middle income,285000
2008,Costa Rica,Latin America & Caribbean,Upper middle income,2089000
2008,Caribbean small states,Others,Others,5746000
2008,Cuba,Latin America & Caribbean,Upper middle income,2316000
2008,Curacao,Latin America & Caribbean,High income,409000
2008,Cayman Islands,Latin America & Caribbean,High income,303000
2008,Cyprus,Europe & Central Asia,High income,2404000
2008,Czech Republic,Europe & Central Asia,High income,9373000
2008,Germany,Europe & Central Asia,High income,24884000
2008,Djibouti,Middle East & North Africa,Lower middle income,54000
2008,Dominica,Latin America & Caribbean,Upper middle income,81000
2008,Denmark,Europe & Central Asia,High income,9016000
2008,Dominican Republic,Latin America & Caribbean,Upper middle income,3980000
2008,Algeria,Middle East & North Africa,Upper middle income,1772000
2008,East Asia & Pacific (developing only),Others,Others,110427331
2008,East Asia & Pacific (all income levels),Others,Others,175810258
2008,Europe & Central Asia (developing only),Others,Others,84962605
2008,Europe & Central Asia (all income levels),Others,Others,506188992
2008,Ecuador,Latin America & Caribbean,Upper middle income,1005000
2008,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,12296000
2008,Euro area,Others,Others,296289000
2008,Eritrea,Sub-Saharan Africa,Low income,70000
2008,Spain,Europe & Central Asia,High income,57192000
2008,Estonia,Europe & Central Asia,High income,2079000
2008,Ethiopia,Sub-Saharan Africa,Low income,383000
2008,European Union,Others,Others,394456000
2008,Fragile and conflict affected situations,Others,Others,17790284
2008,Finland,Europe & Central Asia,High income,3583000
2008,Fiji,East Asia & Pacific,Upper middle income,585000
2008,France,Europe & Central Asia,High income,79218000
2008,Faroe Islands,Europe & Central Asia,High income,0
2008,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,26000
2008,Gabon,Sub-Saharan Africa,Upper middle income,0
2008,United Kingdom,Europe & Central Asia,High income,30142000
2008,Georgia,Europe & Central Asia,Lower middle income,1290000
2008,Ghana,Sub-Saharan Africa,Lower middle income,698000
2008,Guinea,Sub-Saharan Africa,Low income,24000
2008,"Gambia, The",Sub-Saharan Africa,Low income,147000
2008,Guinea-Bissau,Sub-Saharan Africa,Low income,0
2008,Equatorial Guinea,Sub-Saharan Africa,High income,0
2008,Greece,Europe & Central Asia,High income,15939000
2008,Grenada,Latin America & Caribbean,Upper middle income,130000
2008,Greenland,Europe & Central Asia,High income,0
2008,Guatemala,Latin America & Caribbean,Lower middle income,1527000
2008,Guam,East Asia & Pacific,High income,1142000
2008,Guyana,Latin America & Caribbean,Lower middle income,130000
2008,High income,Others,Others,616698062
2008,"Hong Kong SAR, China",East Asia & Pacific,High income,17319000
2008,Honduras,Latin America & Caribbean,Lower middle income,869000
2008,Heavily indebted poor countries (HIPC),Others,Others,13955691
2008,Croatia,Europe & Central Asia,High income,8665000
2008,Haiti,Latin America & Caribbean,Low income,258000
2008,Hungary,Europe & Central Asia,High income,8814000
2008,Indonesia,East Asia & Pacific,Lower middle income,6234000
2008,Isle of Man,Europe & Central Asia,High income,0
2008,India,South Asia,Lower middle income,5283000
2008,Ireland,Europe & Central Asia,High income,8026000
2008,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2034000
2008,Iraq,Middle East & North Africa,Upper middle income,864000
2008,Iceland,Europe & Central Asia,High income,502000
2008,Israel,Middle East & North Africa,High income,2572000
2008,Italy,Europe & Central Asia,High income,42734000
2008,Jamaica,Latin America & Caribbean,Upper middle income,1767000
2008,Jordan,Middle East & North Africa,Upper middle income,3729000
2008,Japan,East Asia & Pacific,High income,8351000
2008,Kazakhstan,Europe & Central Asia,Upper middle income,3005000
2008,Kenya,Sub-Saharan Africa,Lower middle income,1141000
2008,Kyrgyz Republic,Europe & Central Asia,Lower middle income,1844000
2008,Cambodia,East Asia & Pacific,Low income,2125000
2008,Kiribati,East Asia & Pacific,Lower middle income,3900
2008,St. Kitts and Nevis,Latin America & Caribbean,High income,128000
2008,"Korea, Rep.",East Asia & Pacific,High income,6891000
2008,Kosovo,Europe & Central Asia,Lower middle income,0
2008,Kuwait,Middle East & North Africa,High income,259000
2008,Latin America & Caribbean (developing only),Others,Others,51696568
2008,Lao PDR,East Asia & Pacific,Lower middle income,1295000
2008,Lebanon,Middle East & North Africa,Upper middle income,1333000
2008,Liberia,Sub-Saharan Africa,Low income,0
2008,Libya,Middle East & North Africa,Upper middle income,34000
2008,St. Lucia,Latin America & Caribbean,Upper middle income,296000
2008,Latin America & Caribbean (all income levels),Others,Others,71489734
2008,Least developed countries: UN classification,Others,Others,16793959
2008,Low income,Others,Others,13025674
2008,Liechtenstein,Europe & Central Asia,High income,58000
2008,Sri Lanka,South Asia,Lower middle income,438000
2008,Lower middle income,Others,Others,92884108
2008,Low & middle income,Others,Others,330607452
2008,Lesotho,Sub-Saharan Africa,Lower middle income,293000
2008,Lithuania,Europe & Central Asia,High income,1611000
2008,Luxembourg,Europe & Central Asia,High income,877000
2008,Latvia,Europe & Central Asia,High income,1684000
2008,"Macao SAR, China",East Asia & Pacific,High income,10610000
2008,St. Martin (French part),Latin America & Caribbean,High income,0
2008,Morocco,Middle East & North Africa,Lower middle income,7879000
2008,Monaco,Europe & Central Asia,High income,324000
2008,Moldova,Europe & Central Asia,Lower middle income,7000
2008,Madagascar,Sub-Saharan Africa,Low income,375000
2008,Maldives,South Asia,Upper middle income,683000
2008,Middle East & North Africa (all income levels),Others,Others,90738107
2008,Mexico,Latin America & Caribbean,Upper middle income,22931000
2008,Marshall Islands,East Asia & Pacific,Upper middle income,6000
2008,Middle income,Others,Others,315104668
2008,"Macedonia, FYR",Europe & Central Asia,Upper middle income,255000
2008,Mali,Sub-Saharan Africa,Low income,190000
2008,Malta,Middle East & North Africa,High income,1291000
2008,Myanmar,East Asia & Pacific,Lower middle income,731000
2008,Middle East & North Africa (developing only),Others,Others,47326908
2008,Montenegro,Europe & Central Asia,Upper middle income,1031000
2008,Mongolia,East Asia & Pacific,Upper middle income,446000
2008,Northern Mariana Islands,East Asia & Pacific,High income,388000
2008,Mozambique,Sub-Saharan Africa,Low income,1193000
2008,Mauritania,Sub-Saharan Africa,Lower middle income,0
2008,Mauritius,Sub-Saharan Africa,Upper middle income,930000
2008,Malawi,Sub-Saharan Africa,Low income,742000
2008,Malaysia,East Asia & Pacific,Upper middle income,22052000
2008,North America,Others,Others,75413000
2008,Namibia,Sub-Saharan Africa,Upper middle income,931000
2008,New Caledonia,East Asia & Pacific,High income,104000
2008,Niger,Sub-Saharan Africa,Low income,73000
2008,Nigeria,Sub-Saharan Africa,Lower middle income,1313000
2008,Nicaragua,Latin America & Caribbean,Lower middle income,858000
2008,Netherlands,Europe & Central Asia,High income,10104000
2008,High income: nonOECD,Others,Others,136032911
2008,Norway,Europe & Central Asia,High income,4347000
2008,Nepal,South Asia,Low income,500000
2008,New Zealand,East Asia & Pacific,High income,2371000
2008,High income: OECD,Others,Others,481246000
2008,OECD members,Others,Others,533969000
2008,Oman,Middle East & North Africa,High income,1373000
2008,Other small states,Others,Others,8125712
2008,Pakistan,South Asia,Lower middle income,823000
2008,Panama,Latin America & Caribbean,Upper middle income,1247000
2008,Peru,Latin America & Caribbean,Upper middle income,2058000
2008,Philippines,East Asia & Pacific,Lower middle income,3139000
2008,Palau,East Asia & Pacific,Upper middle income,79000
2008,Papua New Guinea,East Asia & Pacific,Lower middle income,114000
2008,Poland,Europe & Central Asia,High income,12960000
2008,Puerto Rico,Latin America & Caribbean,High income,3716000
2008,"Korea, Dem. People’s Rep.",East Asia & Pacific,Low income,0
2008,Portugal,Europe & Central Asia,High income,6962000
2008,Paraguay,Latin America & Caribbean,Upper middle income,428000
2008,Pacific island small states,Others,Others,976600
2008,French Polynesia,East Asia & Pacific,High income,196000
2008,Qatar,Middle East & North Africa,High income,1405000
2008,Romania,Europe & Central Asia,Upper middle income,8862000
2008,Russian Federation,Europe & Central Asia,High income,23676000
2008,Rwanda,Sub-Saharan Africa,Low income,507000
2008,South Asia,Others,Others,8387335
2008,Saudi Arabia,Middle East & North Africa,High income,14757000
2008,Sudan,Sub-Saharan Africa,Lower middle income,440000
2008,Senegal,Sub-Saharan Africa,Lower middle income,867000
2008,Singapore,East Asia & Pacific,High income,7778000
2008,Solomon Islands,East Asia & Pacific,Lower middle income,16000
2008,Sierra Leone,Sub-Saharan Africa,Low income,36000
2008,El Salvador,Latin America & Caribbean,Lower middle income,1385000
2008,San Marino,Europe & Central Asia,High income,115000
2008,Somalia,Sub-Saharan Africa,Low income,0
2008,Serbia,Europe & Central Asia,Upper middle income,646000
2008,Sub-Saharan Africa (developing only),Others,Others,31257083
2008,South Sudan,Sub-Saharan Africa,Low income,0
2008,Sub-Saharan Africa (all income levels),Others,Others,31450034
2008,Small states,Others,Others,14867471
2008,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,14000
2008,Suriname,Latin America & Caribbean,Upper middle income,151000
2008,Slovak Republic,Europe & Central Asia,High income,6643000
2008,Slovenia,Europe & Central Asia,High income,1958000
2008,Sweden,Europe & Central Asia,High income,4555000
2008,Swaziland,Sub-Saharan Africa,Lower middle income,756000
2008,Sint Maarten (Dutch part),Latin America & Caribbean,High income,475000
2008,Seychelles,Sub-Saharan Africa,High income,159000
2008,Syrian Arab Republic,Middle East & North Africa,Lower middle income,5430000
2008,Turks and Caicos Islands,Latin America & Caribbean,High income,352000
2008,Chad,Sub-Saharan Africa,Low income,61000
2008,Togo,Sub-Saharan Africa,Low income,74000
2008,Thailand,East Asia & Pacific,Upper middle income,14584000
2008,Tajikistan,Europe & Central Asia,Lower middle income,325000
2008,Turkmenistan,Europe & Central Asia,Upper middle income,0
2008,Timor-Leste,East Asia & Pacific,Lower middle income,36000
2008,Tonga,East Asia & Pacific,Upper middle income,50000
2008,Trinidad and Tobago,Latin America & Caribbean,High income,437000
2008,Tunisia,Middle East & North Africa,Upper middle income,7050000
2008,Turkey,Europe & Central Asia,Upper middle income,29792000
2008,Tuvalu,East Asia & Pacific,Upper middle income,1700
2008,Tanzania,Sub-Saharan Africa,Low income,750000
2008,Uganda,Sub-Saharan Africa,Low income,844000
2008,Ukraine,Europe & Central Asia,Lower middle income,25449000
2008,Upper middle income,Others,Others,221953855
2008,Uruguay,Latin America & Caribbean,High income,1938000
2008,United States,North America,High income,58007000
2008,Uzbekistan,Europe & Central Asia,Lower middle income,1069000
2008,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,84000
2008,"Venezuela, RB",Latin America & Caribbean,High income,699000
2008,Virgin Islands (U.S.),Latin America & Caribbean,High income,574000
2008,Vietnam,East Asia & Pacific,Lower middle income,4236000
2008,Vanuatu,East Asia & Pacific,Lower middle income,91000
2008,West Bank and Gaza,Middle East & North Africa,Lower middle income,387000
2008,World,Others,Others,959616123
2008,Samoa,East Asia & Pacific,Lower middle income,118000
2008,"Yemen, Rep.",Middle East & North Africa,Lower middle income,1023000
2008,South Africa,Sub-Saharan Africa,Upper middle income,9592000
2008,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,50000
2008,Zambia,Sub-Saharan Africa,Lower middle income,812000
2008,Zimbabwe,Sub-Saharan Africa,Low income,1956000
2009,Aruba,Latin America & Caribbean,High income,813000
2009,Andorra,Europe & Central Asia,High income,1830000
2009,Afghanistan,South Asia,Low income,0
2009,Angola,Sub-Saharan Africa,Upper middle income,366000
2009,Albania,Europe & Central Asia,Upper middle income,1711000
2009,Arab World,Others,Others,87280802
2009,United Arab Emirates,Middle East & North Africa,High income,0
2009,Argentina,Latin America & Caribbean,High income,4308000
2009,Armenia,Europe & Central Asia,Lower middle income,575000
2009,American Samoa,East Asia & Pacific,Upper middle income,23500
2009,Antigua and Barbuda,Latin America & Caribbean,High income,234000
2009,Australia,East Asia & Pacific,High income,5490000
2009,Austria,Europe & Central Asia,High income,21355000
2009,Azerbaijan,Europe & Central Asia,Upper middle income,1005000
2009,Burundi,Sub-Saharan Africa,Low income,212000
2009,Belgium,Europe & Central Asia,High income,6815000
2009,Benin,Sub-Saharan Africa,Low income,190000
2009,Burkina Faso,Sub-Saharan Africa,Low income,269000
2009,Bangladesh,South Asia,Lower middle income,267000
2009,Bulgaria,Europe & Central Asia,Upper middle income,5739000
2009,Bahrain,Middle East & North Africa,High income,8861000
2009,"Bahamas, The",Latin America & Caribbean,High income,1327000
2009,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,311000
2009,Belarus,Europe & Central Asia,Upper middle income,95000
2009,Belize,Latin America & Caribbean,Upper middle income,232000
2009,Bermuda,North America,High income,236000
2009,Bolivia,Latin America & Caribbean,Lower middle income,599000
2009,Brazil,Latin America & Caribbean,Upper middle income,4802000
2009,Barbados,Latin America & Caribbean,High income,519000
2009,Brunei Darussalam,East Asia & Pacific,High income,157000
2009,Bhutan,South Asia,Lower middle income,23000
2009,Botswana,Sub-Saharan Africa,Upper middle income,1721000
2009,Central African Republic,Sub-Saharan Africa,Low income,52000
2009,Canada,North America,High income,15737000
2009,Central Europe and the Baltics,Others,Others,63649000
2009,Switzerland,Europe & Central Asia,High income,8294000
2009,Channel Islands,Europe & Central Asia,High income,0
2009,Chile,Latin America & Caribbean,High income,2760000
2009,China,East Asia & Pacific,Upper middle income,50875000
2009,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,231000
2009,Cameroon,Sub-Saharan Africa,Lower middle income,498000
2009,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,94000
2009,Colombia,Latin America & Caribbean,Upper middle income,2364000
2009,Comoros,Sub-Saharan Africa,Low income,11000
2009,Cabo Verde,Sub-Saharan Africa,Lower middle income,287000
2009,Costa Rica,Latin America & Caribbean,Upper middle income,1923000
2009,Caribbean small states,Others,Others,5479000
2009,Cuba,Latin America & Caribbean,Upper middle income,2405000
2009,Curacao,Latin America & Caribbean,High income,367000
2009,Cayman Islands,Latin America & Caribbean,High income,272000
2009,Cyprus,Europe & Central Asia,High income,2141000
2009,Czech Republic,Europe & Central Asia,High income,8848000
2009,Germany,Europe & Central Asia,High income,24220000
2009,Djibouti,Middle East & North Africa,Lower middle income,58000
2009,Dominica,Latin America & Caribbean,Upper middle income,75000
2009,Denmark,Europe & Central Asia,High income,8547000
2009,Dominican Republic,Latin America & Caribbean,Upper middle income,3992000
2009,Algeria,Middle East & North Africa,Upper middle income,1912000
2009,East Asia & Pacific (developing only),Others,Others,108870600
2009,East Asia & Pacific (all income levels),Others,Others,172929925
2009,Europe & Central Asia (developing only),Others,Others,79208755
2009,Europe & Central Asia (all income levels),Others,Others,480304907
2009,Ecuador,Latin America & Caribbean,Upper middle income,968000
2009,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,11914000
2009,Euro area,Others,Others,282473000
2009,Eritrea,Sub-Saharan Africa,Low income,79000
2009,Spain,Europe & Central Asia,High income,52178000
2009,Estonia,Europe & Central Asia,High income,2059000
2009,Ethiopia,Sub-Saharan Africa,Low income,427000
2009,European Union,Others,Others,375922000
2009,Fragile and conflict affected situations,Others,Others,19921193
2009,Finland,Europe & Central Asia,High income,3423000
2009,Fiji,East Asia & Pacific,Upper middle income,542000
2009,France,Europe & Central Asia,High income,76764000
2009,Faroe Islands,Europe & Central Asia,High income,0
2009,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,48000
2009,Gabon,Sub-Saharan Africa,Upper middle income,0
2009,United Kingdom,Europe & Central Asia,High income,28199000
2009,Georgia,Europe & Central Asia,Lower middle income,1500000
2009,Ghana,Sub-Saharan Africa,Lower middle income,803000
2009,Guinea,Sub-Saharan Africa,Low income,0
2009,"Gambia, The",Sub-Saharan Africa,Low income,142000
2009,Guinea-Bissau,Sub-Saharan Africa,Low income,0
2009,Equatorial Guinea,Sub-Saharan Africa,High income,0
2009,Greece,Europe & Central Asia,High income,14915000
2009,Grenada,Latin America & Caribbean,Upper middle income,114000
2009,Greenland,Europe & Central Asia,High income,0
2009,Guatemala,Latin America & Caribbean,Lower middle income,1392000
2009,Guam,East Asia & Pacific,High income,1053000
2009,Guyana,Latin America & Caribbean,Lower middle income,141000
2009,High income,Others,Others,585581590
2009,"Hong Kong SAR, China",East Asia & Pacific,High income,16926000
2009,Honduras,Latin America & Caribbean,Lower middle income,836000
2009,Heavily indebted poor countries (HIPC),Others,Others,14268373
2009,Croatia,Europe & Central Asia,High income,8694000
2009,Haiti,Latin America & Caribbean,Low income,387000
2009,Hungary,Europe & Central Asia,High income,9058000
2009,Indonesia,East Asia & Pacific,Lower middle income,6324000
2009,Isle of Man,Europe & Central Asia,High income,0
2009,India,South Asia,Lower middle income,5168000
2009,Ireland,Europe & Central Asia,High income,7189000
2009,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2116000
2009,Iraq,Middle East & North Africa,Upper middle income,1262000
2009,Iceland,Europe & Central Asia,High income,494000
2009,Israel,Middle East & North Africa,High income,2321000
2009,Italy,Europe & Central Asia,High income,43239000
2009,Jamaica,Latin America & Caribbean,Upper middle income,1831000
2009,Jordan,Middle East & North Africa,Upper middle income,3789000
2009,Japan,East Asia & Pacific,High income,6790000
2009,Kazakhstan,Europe & Central Asia,Upper middle income,2755000
2009,Kenya,Sub-Saharan Africa,Lower middle income,1392000
2009,Kyrgyz Republic,Europe & Central Asia,Lower middle income,1394000
2009,Cambodia,East Asia & Pacific,Low income,2162000
2009,Kiribati,East Asia & Pacific,Lower middle income,3900
2009,St. Kitts and Nevis,Latin America & Caribbean,High income,83000
2009,"Korea, Rep.",East Asia & Pacific,High income,7818000
2009,Kosovo,Europe & Central Asia,Lower middle income,0
2009,Kuwait,Middle East & North Africa,High income,297000
2009,Latin America & Caribbean (developing only),Others,Others,50615647
2009,Lao PDR,East Asia & Pacific,Lower middle income,1239000
2009,Lebanon,Middle East & North Africa,Upper middle income,1844000
2009,Liberia,Sub-Saharan Africa,Low income,0
2009,Libya,Middle East & North Africa,Upper middle income,0
2009,St. Lucia,Latin America & Caribbean,Upper middle income,278000
2009,Latin America & Caribbean (all income levels),Others,Others,69093419
2009,Least developed countries: UN classification,Others,Others,16814692
2009,Low income,Others,Others,13420856
2009,Liechtenstein,Europe & Central Asia,High income,52000
